# BLASTP 2.17.0+
# Query: mystery
# RID: 5ECMPHYH014
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
mystery	KAG8140432.1	100.000	31	0	0	1	31	24	54	1.87e-12	65.5
mystery	CAL0272992.1	100.000	31	0	0	1	31	1	31	1.98e-12	65.1
mystery	KAI6079359.1	100.000	31	0	0	1	31	1	31	2.29e-12	66.2
mystery	PNI98727.1	100.000	31	0	0	1	31	1	31	2.72e-12	64.7
mystery	KXJ15379.1	100.000	31	0	0	1	31	1	31	2.89e-12	66.6
mystery	NP_001390175.1	100.000	31	0	0	1	31	1	31	2.90e-12	65.5
mystery	QDA95516.1	100.000	31	0	0	1	31	1	31	3.17e-12	65.1
mystery	CDQ73472.1	100.000	31	0	0	1	31	1	31	3.28e-12	64.7
mystery	CAA51689.1	100.000	31	0	0	1	31	1	31	3.34e-12	64.3
mystery	XP_082208429.1	100.000	31	0	0	1	31	1	31	3.38e-12	65.1
mystery	AAT72335.1	100.000	31	0	0	1	31	3	33	3.47e-12	64.3
mystery	KAI2564863.1	100.000	31	0	0	1	31	1	31	3.49e-12	65.1
mystery	ABD65538.1	100.000	31	0	0	1	31	6	36	3.50e-12	64.3
mystery	AAA36149.1	100.000	31	0	0	1	31	1	31	3.71e-12	63.9
mystery	CAP3567056.1	100.000	31	0	0	1	31	4	34	3.73e-12	64.3
mystery	QDA95519.1	100.000	31	0	0	1	31	1	31	3.86e-12	64.3
mystery	AAA36557.1	100.000	31	0	0	1	31	1	31	3.90e-12	63.9
mystery	CDQ94131.1	100.000	31	0	0	1	31	1	31	4.05e-12	64.7
mystery	KAB0386699.1	100.000	31	0	0	1	31	1	31	4.13e-12	64.3
mystery	AAM11556.1	100.000	31	0	0	1	31	1	31	4.14e-12	63.9
mystery	1905199A	100.000	31	0	0	1	31	1	31	4.39e-12	64.7
mystery	ASO66780.1	100.000	31	0	0	1	31	5	35	4.40e-12	63.9
mystery	XP_042315154.1	100.000	31	0	0	1	31	1	31	4.47e-12	66.6
mystery	UZZ87013.1	100.000	31	0	0	1	31	5	35	4.84e-12	63.9
mystery	KAF5912566.1	100.000	31	0	0	1	31	15	45	4.86e-12	63.9
mystery	ACI62841.1	100.000	31	0	0	1	31	1	31	5.01e-12	64.7
mystery	XP_026567590.1	100.000	31	0	0	1	31	1	31	5.27e-12	66.6
mystery	XP_026533253.1	100.000	31	0	0	1	31	1	31	5.27e-12	66.6
mystery	B25229	100.000	31	0	0	1	31	1	31	5.51e-12	64.7
mystery	XP_084661577.1	100.000	31	0	0	1	31	1	31	5.60e-12	66.6
mystery	AAC82784.1	100.000	31	0	0	1	31	1	31	5.69e-12	64.7
mystery	XP_034279167.1	100.000	31	0	0	1	31	1	31	5.71e-12	66.6
mystery	XP_016396535.1	100.000	31	0	0	1	31	1	31	5.75e-12	64.7
mystery	GCB65861.1	100.000	31	0	0	1	31	1	31	6.17e-12	65.5
mystery	XP_053119121.1	100.000	31	0	0	1	31	1	31	6.31e-12	66.6
mystery	AAA49427.1	100.000	31	0	0	1	31	1	31	6.46e-12	64.7
mystery	QDA95518.1	100.000	31	0	0	1	31	1	31	6.47e-12	64.3
mystery	XUU15800.1	100.000	31	0	0	1	31	1	31	6.48e-12	64.7
mystery	PC4098	100.000	31	0	0	1	31	1	31	6.62e-12	64.7
mystery	XUU15799.1	100.000	31	0	0	1	31	1	31	6.62e-12	64.7
mystery	ELK32071.1	100.000	31	0	0	1	31	1	31	6.79e-12	66.6
mystery	AAA49428.1	100.000	31	0	0	1	31	1	31	6.87e-12	64.7
mystery	XP_023371233.1	100.000	31	0	0	1	31	1	31	7.10e-12	66.6
mystery	XP_081826175.1	100.000	31	0	0	1	31	13	43	7.18e-12	66.6
mystery	CAN1975350.1	100.000	31	0	0	1	31	1	31	7.18e-12	66.6
mystery	KAL1765642.1	100.000	31	0	0	1	31	1	31	7.31e-12	65.1
mystery	NXD12980.1	100.000	31	0	0	1	31	1	31	7.32e-12	66.6
mystery	KAL0968399.1	100.000	31	0	0	1	31	1	31	7.39e-12	66.6
mystery	KAF4081250.1	100.000	31	0	0	1	31	1	31	7.45e-12	65.9
mystery	XP_084661576.1	100.000	31	0	0	1	31	17	47	7.59e-12	66.6
mystery	AAH11083.1	100.000	31	0	0	1	31	1	31	7.74e-12	65.5
mystery	XP_005401894.1	100.000	31	0	0	1	31	1	31	7.87e-12	66.6
mystery	XP_015417881.1	100.000	31	0	0	1	31	1	31	8.15e-12	66.6
mystery	AAA36556.1	100.000	31	0	0	1	31	1	31	8.20e-12	64.7
mystery	AAC60676.2	100.000	31	0	0	1	31	1	31	8.31e-12	64.7
mystery	RWS25831.1	100.000	31	0	0	1	31	1	31	8.45e-12	64.7
mystery	XP_078706196.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_030400970.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_039366103.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	KAN6800420.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_074926827.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_065427170.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_074872395.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_050783710.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	KAM9112896.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	XP_067408405.1	100.000	31	0	0	1	31	1	31	8.45e-12	66.6
mystery	VCW97829.1	100.000	31	0	0	1	31	1	31	8.52e-12	64.7
mystery	XP_003737221.1	100.000	31	0	0	1	31	1	31	8.80e-12	65.1
mystery	XP_070295930.1	100.000	31	0	0	1	31	1	31	8.84e-12	66.6
